//bag_write_stamp,header/frame_id,header/stamp/nanosec,header/stamp/sec,wrench/force/x,wrench/force/y,wrench/force/z,wrench/torque/x,wrench/torque/y,wrench/torque/z
1774368227.5096416,bota_frame,509517561,1774368227,-0.012693959283036182,-0.07961320833140206,-0.13783542310845753,-0.0026791751549493092,-0.006039702810615388,-0.004515074193477631
1774368227.5116687,bota_frame,511513649,1774368227,-0.026081266507686163,-0.18777815551941046,-0.12036136636701045,-0.005192351322105382,-0.006444854382618548,-0.005803950130939484
1774368227.5133657,bota_frame,513277789,1774368227,-0.013713488862294732,-0.26895890811516665,-0.10010821983258111,-0.007268982313784367,-0.006614847849509803,-0.005043022334575653
1774368227.5157642,bota_frame,515650290,1774368227,-0.0776369215951358,-0.1909849431978543,-0.11448466770596255,-0.006386212308455819,-0.005614011145777975,-0.003528095781803131
1774368227.517549,bota_frame,517436262,1774368227,-0.19594432705159015,-0.004874049783786916,-0.15690762739461306,-0.0011686511650292886,-0.0013994044786375115,-0.006991811096668243
1774368227.5195212,bota_frame,519396537,1774368227,-0.08641246633079724,-0.11813415852194709,-0.09775996566378709,-0.0030922778818736063,-0.005869106827805587,-0.0030180439352989197
1774368227.521455,bota_frame,521312092,1774368227,0.02011008026289396,-0.16390079094506405,-0.11669297922632005,-0.005968435915732151,-0.005833946555075242,-0.005610130727291107
1774368227.5235028,bota_frame,523377792,1774368227,-0.15382155644234796,-0.11026716810873438,-0.07850605773599995,-0.0036348638749081896,-0.0013689878833803293,-0.006449125707149506
1774368227.5255988,bota_frame,525497947,1774368227,-0.07388040477764646,-0.14704937768138393,-0.07845955240461677,-0.004342408838809653,-0.006042446588997552,-0.004503011703491211
1774368227.527524,bota_frame,527399215,1774368227,-0.03801457822413301,-0.18023844163086267,-0.09349309718396448,-0.006443618386810179,-0.006602263726327967,-0.002769678831100464
1774368227.5295618,bota_frame,529452683,1774368227,-0.17247003195674804,-0.11213026102203827,-0.02026293941771584,-0.003708072879977986,-0.0024213648878006477,-0.007376685738563538
1774368227.5314996,bota_frame,531391462,1774368227,-0.10363697959279916,-0.06094749917261311,-0.18933400855906157,-0.004668709579977115,-0.004544869047886091,-0.004253357648849487
1774368227.533415,bota_frame,533310875,1774368227,-0.05401427858002528,-0.12325056247885158,-0.11614235128322292,-0.004732003862792489,-0.005676504713642422,-0.005232110619544983
1774368227.5355418,bota_frame,535449970,1774368227,-0.02094917940969765,-0.22422033980014078,-0.22350293058676485,-0.004760191427721661,-0.00616886818702353,-0.006558127701282501
1774368227.5373552,bota_frame,537265097,1774368227,-0.1328202870009143,-0.14395930783344113,-0.05249419365019037,-0.006133033925148634,-0.0016927182172156718,-0.004343390464782715
1774368227.5394766,bota_frame,539373964,1774368227,-0.16209466625590663,-0.12168787587692265,-0.2117027578422892,-0.005374634761732278,-0.0025578973328097,-0.0052165016531944275
1774368227.5413566,bota_frame,541267232,1774368227,-0.15075698746228028,-0.10467286522538899,-0.1179133181605998,-0.0037954644801648785,-0.0037785884935348513,-0.006757885217666626
1774368227.5434625,bota_frame,543352461,1774368227,-0.22386713879639242,-0.14976196188292334,-0.07906212553523773,-0.00368480209314781,-0.0019342258786165523,-0.004936523735523224
1774368227.5453565,bota_frame,545259505,1774368227,0.06935900271545492,-0.12185273571607524,-0.040598147534725015,-0.004379873721377048,-0.006996106423210108,-0.0065840184688568115
1774368227.5474057,bota_frame,547306931,1774368227,-0.11008119181564258,-0.049869952367679105,-0.016297201865530297,-0.003329881363848708,-0.0031150220318774957,-0.006237730383872986
1774368227.5494392,bota_frame,549359275,1774368227,-0.11232731846778687,-0.23622297008656545,-0.13936115639091717,-0.006262585982746316,-0.003675558458197531,-0.005635596811771393
1774368227.551493,bota_frame,551397190,1774368227,-0.004361713101679321,-0.15310371300258652,-0.07752971389289876,-0.005645052946851359,-0.007139107740305878,-0.005780309438705444
1774368227.553849,bota_frame,553621115,1774368227,-0.1425673965665828,-0.06275713450234122,-0.11674912463048237,-0.002541948852493925,-0.003605607167084246,-0.005278825759887695
1774368227.5555031,bota_frame,555382536,1774368227,-0.19861072074016306,-0.034326284503009674,-0.09416021427339416,-0.0028182726586213347,-0.001348022286087408,-0.005856052041053772
1774368227.557442,bota_frame,557352534,1774368227,-0.0366598884811693,-0.26098416458933116,-0.15863750104007934,-0.007732544015583209,-0.007238024922276626,-0.006114482879638672
1774368227.5595956,bota_frame,559473232,1774368227,0.04909246375106324,-0.043241336342489944,-0.09806637116929018,-0.001974600762248202,-0.00807470932232493,-0.004131026566028595
1774368227.5615337,bota_frame,561382778,1774368227,-0.07327704476438468,-0.13084010317948724,-0.061288612787055996,-0.003126271056001162,-0.006408067363173703,-0.004901297390460968
1774368227.5635896,bota_frame,563452021,1774368227,-0.12749130567722622,-0.20240033651082,-0.21570157325339068,-0.006691093376022361,-0.0037538167241264464,-0.006515897810459137
1774368227.5655706,bota_frame,565433578,1774368227,-0.10986297708084525,-0.09681610162143528,-0.19280984397596868,-0.004640327433092728,-0.00409337035616128,-0.0052144452929496765
1774368227.5675983,bota_frame,567468216,1774368227,-0.0391557838523271,-0.13008029336279492,-0.08017786160909424,-0.0034806105961852074,-0.005599164314582489,-0.004911154508590698
1774368227.569534,bota_frame,569406249,1774368227,-0.11645922885106064,-0.2556878624157335,-0.23919094114022244,-0.006789929055436517,-0.005270884121122227,-0.006504453718662262
1774368227.5715408,bota_frame,571413184,1774368227,-0.10131212824471358,-0.014079120658124111,-0.056219261755543926,-0.001841114949349909,-0.005652074796664547,-0.0048891156911849976
1774368227.573499,bota_frame,573377335,1774368227,-0.05155333523216843,-0.19632368109110132,-0.07953132521542017,-0.00510046600495162,-0.005035707594552269,-0.004157200455665588
1774368227.575504,bota_frame,575389845,1774368227,-0.12739701738007003,-0.16160306800268387,-0.07847335033023128,-0.005147537041879424,-0.0054944975935098395,-0.005983412265777588
1774368227.5774646,bota_frame,577378322,1774368227,-0.026703636535505115,-0.20390394227302977,-0.13753343756815894,-0.006411619895474341,-0.006079904760736943,-0.0054056644439697266
1774368227.5794067,bota_frame,579318815,1774368227,-0.07948446066701864,-0.13175803126667063,-0.0753128244189547,-0.004641545675034053,-0.00426736764294075,-0.0035853534936904907
1774368227.5815935,bota_frame,581489470,1774368227,-0.01750931235169162,-0.018046953278059163,-0.17733114955487217,-0.0019208931178870126,-0.0069765720859225056,-0.006535790860652924
1774368227.5834663,bota_frame,583363272,1774368227,-0.09069950548525618,-0.201449530101506,-0.09593110497236168,-0.0067198225566488246,-0.004372936177147929,-0.005049869418144226
1774368227.5853827,bota_frame,585287742,1774368227,-0.029966355802212075,-0.13464869509139987,-0.07827775035107365,-0.004728839751333314,-0.00572504406577326,-0.00581708550453186
1774368227.5873911,bota_frame,587292091,1774368227,-0.17529105113671406,-0.07372582960489638,-0.11734091641146804,-0.0021201204477387936,-0.003423153969170978,-0.0043527185916900635
1774368227.5896473,bota_frame,589517039,1774368227,-0.0674066206321644,-0.24377805120766283,-0.10328214530900581,-0.005040127736694933,-0.004087119029855452,-0.00493825227022171
1774368227.5915563,bota_frame,591425248,1774368227,-0.1562476734801992,-0.06662113125219804,-0.09697078388757419,-0.003400540852883771,-0.004038568513411528,-0.007124900817871094
1774368227.5934606,bota_frame,593338323,1774368227,-0.10383401728470121,-0.041310695569265476,-0.15330226410586434,-0.0029896114855799683,-0.004228428906499965,-0.004681475460529327
1774368227.5955882,bota_frame,595463217,1774368227,-0.12880116512759754,-0.04964395151859691,-0.11607965138442466,-0.002900071521726999,-0.0028022698351682085,-0.006407201290130615
1774368227.5975904,bota_frame,597449614,1774368227,-0.1841725200526403,-0.054216687502872674,-0.09300290417963453,-0.0037698989874715982,-0.003261067308904547,-0.005431309342384338
1774368227.5996313,bota_frame,599401299,1774368227,0.019379864966040383,-0.09462523947392043,-0.10083656572507849,-0.0027722088656447763,-0.007565038992644629,-0.005634002387523651
1774368227.6016924,bota_frame,601468839,1774368227,0.000670663843386432,-0.1389977691019837,-0.0952176665221085,-0.005216214964370303,-0.006903571176162637,-0.0037245899438858032
1774368227.6036057,bota_frame,603476254,1774368227,-0.11402965332245918,-0.12154564890253283,-0.11757826857741804,-0.004681914436449275,-0.004695198217472468,-0.0071090757846832275
1774368227.6056855,bota_frame,605518223,1774368227,-0.09627593045877125,-0.10074840075645852,-0.060956340584510826,-0.0026019088600302,-0.004689441802146532,-0.005678512156009674
1774368227.6076927,bota_frame,607502708,1774368227,-0.12096129066006922,-0.16819487086885232,-0.12942479238005333,-0.007545777383464292,-0.004223022686785677,-0.003871530294418335
1774368227.6095545,bota_frame,609376634,1774368227,-0.03772874908074808,0.08470515443583082,-0.07848438017849979,0.0011064842217787252,-0.005028770952085065,-0.006069734692573547
1774368227.6115649,bota_frame,611394710,1774368227,-0.1299898268353381,-0.17089894649019044,-0.05551991131563483,-0.005443422780696094,-0.0037780629156956014,-0.003396429121494293
1774368227.6135626,bota_frame,613408835,1774368227,-0.09845953127612184,-0.1025393186961665,-0.11801714095568272,-0.00375403397174523,-0.003272737913157603,-0.006595306098461151
1774368227.615636,bota_frame,615497560,1774368227,-0.20489730143696194,-0.07228717389095607,-0.19508773698109216,-0.0024210359221740196,-0.0015796026975475885,-0.004536047577857971
1774368227.6175752,bota_frame,617393414,1774368227,-0.04282976566215746,-0.15123040305198998,-0.09840744771303633,-0.004831436713553461,-0.007206982887707797,-0.005220972001552582
1774368227.6196313,bota_frame,619431459,1774368227,-0.011405744785517147,-0.12768220598646707,-0.05429861537528424,-0.006009894723017273,-0.006356711634786794,-0.005216814577579498
1774368227.621503,bota_frame,621368674,1774368227,-0.10442894580743856,-0.1525780119146063,-0.149926981382567,-0.00708047241849763,-0.0034771926264398345,-0.004452109336853027
1774368227.6235912,bota_frame,623465537,1774368227,0.03634908477686061,-0.08804728262430217,-0.14539234921737432,-0.0010925435748675438,-0.007171966627157383,-0.006612613797187805
1774368227.6256647,bota_frame,625528357,1774368227,-0.036282811217414945,-0.09507811076178285,-0.13652899242316607,-0.003508140144223737,-0.00598514801460906,-0.004494898021221161
1774368227.6276224,bota_frame,627385838,1774368227,0.058548981678852474,-0.09020312625550275,-0.15119496984261716,-0.005594116449958553,-0.0064757356519859754,-0.004448287189006805
1774368227.6295807,bota_frame,629443731,1774368227,-0.07234834792341927,-0.2522513579409278,-0.0785982738665183,-0.007150063994970313,-0.004661282584863202,-0.0048798322677612305
1774368227.631619,bota_frame,631419592,1774368227,-0.11185084212702145,-0.032586779317398396,-0.07081600029574986,-0.004247103403466235,-0.004432410906583667,-0.005036905407905579
1774368227.6335437,bota_frame,633427039,1774368227,-0.06167621066305795,-0.12876603241357998,-0.1387283364503915,-0.0034189592169248106,-0.004554898534019941,-0.004534110426902771
1774368227.635552,bota_frame,635428303,1774368227,-0.08745906077060805,-0.15579866441205326,-0.14150665764859482,-0.003853866803603334,-0.004791026309964697,-0.006583884358406067
1774368227.637731,bota_frame,637604948,1774368227,-0.020430621214240663,-0.12065618317900828,-0.033369562633012606,-0.005452054336078982,-0.004204784956109903,-0.003588549792766571
1774368227.639675,bota_frame,639555645,1774368227,-0.05390722262392034,-0.2331897664998479,-0.12484071492838211,-0.004706161286926025,-0.005313369150284519,-0.0062269046902656555
1774368227.6414838,bota_frame,641360874,1774368227,-0.01512136562906985,-0.13417631154079857,-0.11931964872398204,-0.004330728290669716,-0.005961834827156093,-0.006189487874507904
1774368227.6436002,bota_frame,643481513,1774368227,-0.19341326649487778,-0.19295587742987408,-0.1345770031182898,-0.006081298513463507,-0.0006939205883073618,-0.004533521831035614
1774368227.64567,bota_frame,645535464,1774368227,-0.13942698283195742,-0.08719022629624362,-0.09814559896991071,-0.002542689607305082,-0.003660063312649814,-0.004733741283416748
1774368227.6474538,bota_frame,647363234,1774368227,-0.14760392736761263,-0.07880342439830201,-0.19711537242103105,-0.0026069266959949378,-0.004522547808054278,-0.005615450441837311
1774368227.6494725,bota_frame,649315579,1774368227,-0.0057965012489740175,-0.007853532695207832,-0.08295924498595042,0.00018862578509115657,-0.006531473592292447,-0.006066657602787018
1774368227.6515179,bota_frame,651390623,1774368227,-0.12952122387418852,-0.26787663445809073,-0.1360330997531758,-0.00795026982354441,-0.004057908541384964,-0.004656732082366943
1774368227.6535408,bota_frame,653411358,1774368227,-0.035198045653915155,-0.09848427131453263,-0.15719283602194878,-0.00396912419994222,-0.006657501790032383,-0.006151281297206879
1774368227.6554651,bota_frame,655348941,1774368227,-0.11309364667147515,-0.07971626733343129,-0.13380401665794928,-0.0037860429977623067,-0.003728432666737641,-0.00450415164232254
1774368227.657418,bota_frame,657327412,1774368227,-0.18435600622072146,-0.1047283534261183,-0.17665509310493555,-0.003770781591338812,-0.003230331548889853,-0.006554931402206421
1774368227.6594515,bota_frame,659313749,1774368227,-0.12473577569662808,-0.002036880239892014,-0.17231566345672533,-0.0021707717036809626,-0.00424293365729575,-0.004673130810260773
1774368227.6617594,bota_frame,661611623,1774368227,-0.20887678097364093,-0.021547997500540816,-0.17643555392709231,-0.0012686951269940128,-0.002883643370373834,-0.005833573639392853
1774368227.663622,bota_frame,663491491,1774368227,-0.1893554764061438,-0.14578536568385658,-0.1167910016091902,-0.005026768364644663,-0.003474251318980992,-0.006365001201629639
1774368227.6655452,bota_frame,665412958,1774368227,-0.3024635341802928,-0.14226836458990277,-0.1732844538652607,-0.0048833778142372,-0.0009770901018369693,-0.004868827760219574
1774368227.6675847,bota_frame,667432338,1774368227,-0.19955923808827247,-0.05308736284363391,-0.13295848129750887,-0.0033423614055707596,-0.0030146131862753,-0.005055949091911316
1774368227.6695929,bota_frame,669458153,1774368227,-0.13878630666687153,-0.013661944467955323,0.0008950092291364342,-0.0018537549823847144,-0.005714255224449211,-0.007143124938011169
1774368227.671661,bota_frame,671528997,1774368227,-0.20206653985543754,-0.10770641339516374,-0.11384047455866053,-0.004992782111206684,-0.002939344910220687,-0.006168268620967865
1774368227.673657,bota_frame,673508307,1774368227,-0.17042147653068218,-0.12285563158992119,-0.07383501195680608,-0.005085380074380752,-0.0044792605700959,-0.004476800560951233
1774368227.6756198,bota_frame,675481330,1774368227,-0.15610097452258254,-0.023523645894606204,-0.1189713862986661,-0.0013597489410310803,-0.004410090522563165,-0.006958410143852234
1774368227.6776145,bota_frame,677489504,1774368227,-0.12021684819780809,-0.03148696084218727,-0.0915765272751603,-0.0034604976850012292,-0.004987821047873431,-0.004101172089576721
1774368227.6796098,bota_frame,679391539,1774368227,-0.1271938116167557,-0.07636359398863135,-0.18802823112150513,-0.005499504854790449,-0.004489143307561311,-0.00423315167427063
1774368227.681548,bota_frame,681377192,1774368227,-0.08171726025095838,-0.21574275691386902,-0.03985294169504883,-0.006425690278754725,-0.006212947054561685,-0.00598481297492981
1774368227.6835482,bota_frame,683409816,1774368227,0.03151385146593855,-0.07134930972371478,-0.07888171505024388,-0.0031989273860625334,-0.007760930002400357,-0.005992382764816284
1774368227.68595,bota_frame,685761421,1774368227,-0.19170284670029014,-0.12974956535430948,-0.05321323299491709,-0.005323328486408374,-0.0017680318658925276,-0.00434044748544693
1774368227.6876347,bota_frame,687499558,1774368227,-0.07676103181540395,-0.03452503700297882,-0.043009323992787785,-0.000622208409293834,-0.006051210487969,-0.006434187293052673
1774368227.6895053,bota_frame,689369209,1774368227,0.10013521616705923,-0.030980840345272043,-0.07928848881593709,-0.0019967639811319104,-0.008555312117543568,-0.005446784198284149
1774368227.6915696,bota_frame,691438853,1774368227,-0.06262924581778062,-0.1652343307644415,-0.11430194588338871,-0.005987676848805301,-0.005863825347279,-0.003900773823261261
1774368227.69361,bota_frame,693475141,1774368227,-0.127801492937889,-0.14828497567077648,-0.11559412487475207,-0.006230113506950352,-0.003092202362734303,-0.007670439779758453
1774368227.6955838,bota_frame,695460656,1774368227,-0.057145571047113375,-0.15834442419189543,-0.057987345465697615,-0.004703992738433804,-0.00529930201672188,-0.003962121903896332
1774368227.6975977,bota_frame,697475078,1774368227,-0.19468886455938872,-0.19001098702239716,-0.038687507127455945,-0.005296029064846275,-0.0013674731556496122,-0.0053185150027275085
1774368227.6995687,bota_frame,699440209,1774368227,-0.013888554152943211,-0.09216653618415904,-0.13795123930655606,-0.003437818842679019,-0.0049850954255870605,-0.005832895636558533
1774368227.7015085,bota_frame,701380591,1774368227,-0.08965875082706454,-0.08745252471123166,-0.0788824693780974,-0.003325666717829634,-0.003088793670197959,-0.006805203855037689
1774368227.7035584,bota_frame,703438135,1774368227,-0.03772996399996176,-0.055536767521857655,-0.13459141614697145,-0.0034389309332013562,-0.004947959830685522,-0.0052481964230537415
1774368227.7056262,bota_frame,705460845,1774368227,-0.15363025898580673,-0.12990427215777345,-0.11453779887781934,-0.005313950702591774,-0.0016856134812701096,-0.006020978093147278
1774368227.7076645,bota_frame,707506843,1774368227,-0.282569078741409,-0.20327491971277567,-0.17663568997643075,-0.005244069020292508,-0.000269072806013293,-0.004906751215457916
1774368227.709697,bota_frame,709535903,1774368227,-0.15148273014172497,-0.20860536084026648,-0.08371957689308829,-0.004003361170943576,-0.0007139678683670547,-0.005936026573181152
1774368227.7115958,bota_frame,711423258,1774368227,-0.10381924725034253,-0.09350212546678449,-0.1535525271424163,-0.0038169592125372187,-0.004218970096282082,-0.0035597532987594604
1774368227.7134087,bota_frame,713267380,1774368227,-0.07875383982898931,-0.0266330482283621,-0.15424647323340857,-0.003315146857055362,-0.0029210824854083994,-0.007321998476982117
1774368227.7154784,bota_frame,715362592,1774368227,0.04742397097392148,-0.14186131319538475,-0.05298041610603477,-0.006821654974991098,-0.0062830994920271555,-0.004657633602619171
1774368227.7177598,bota_frame,717567987,1774368227,-0.04467417175539268,-0.1947592629244781,-0.1443384027594128,-0.003910867373455806,-0.005814397847267949,-0.00640425831079483
1774368227.7197902,bota_frame,719580488,1774368227,-0.051609011106498404,-0.16203411921340916,-0.1987163724600265,-0.005128022840440893,-0.005341838732838916,-0.007096141576766968
1774368227.7217464,bota_frame,721534765,1774368227,-0.052578182630546255,-0.1081477056391904,-0.09379944226135706,-0.004666027238786841,-0.004702474609494495,-0.00375404953956604
1774368227.7236602,bota_frame,723522689,1774368227,-0.08190863463408737,-0.06410219822738128,-0.12012355925227425,-0.002598046304876478,-0.004565343682887774,-0.007898524403572083
1774368227.7255833,bota_frame,725443022,1774368227,-0.0433125565275021,-0.2970410778061421,-0.15910699326905586,-0.007701689772546927,-0.006800988576652345,-0.004265151917934418
1774368227.7276423,bota_frame,727491524,1774368227,-0.20577785148003214,-0.02078960574813493,-0.11480329901700337,-0.001268512667288002,-0.002957777967221492,-0.0036025270819664
1774368227.729694,bota_frame,729526103,1774368227,-0.09819872903304061,-0.1516348064045161,-0.1359031582958785,-0.005566288753971471,-0.00561700751165925,-0.005768083035945892
1774368227.732329,bota_frame,732014026,1774368227,-0.0583632249227346,-0.06841426477814139,-0.15565815436783836,-0.0034458199940679,-0.004944477448579593,-0.005804345011711121
1774368227.7337189,bota_frame,733570786,1774368227,-0.016078411773784218,-0.07541319716354877,-0.11544182234112377,-0.004031164575971302,-0.007656154753116651,-0.005387231707572937
1774368227.7356665,bota_frame,735417679,1774368227,0.012672104947724527,-0.11824003244090875,-0.09609275568858777,-0.004950416317340389,-0.009124332721793721,-0.004805341362953186
1774368227.7376904,bota_frame,737499525,1774368227,-0.16118576913669092,-0.15760974127409355,-0.19658463972203677,-0.004985125348583863,-0.0029040823838093754,-0.006179280579090118
1774368227.739615,bota_frame,739429150,1774368227,0.06705803453478776,-0.05487782591624324,-0.11529174866630676,-0.0037818704418676186,-0.010360949196087738,-0.004978947341442108
1774368227.7416713,bota_frame,741494761,1774368227,-0.2586185056287005,-0.08192138764587042,-0.11167674803444072,-0.004575605357689083,-0.0027195152577681736,-0.005219519138336182
1774368227.7436798,bota_frame,743496500,1774368227,-0.1510659880966161,-0.20961846473997525,-0.04198595991802634,-0.005123797966843147,-0.005110451681651973,-0.005831696093082428
1774368227.7455516,bota_frame,745415821,1774368227,-0.1102641600335641,-0.1496306654124595,-0.11603188907039375,-0.005140097453038672,-0.005437315173316748,-0.004847884178161621
1774368227.7476351,bota_frame,747463521,1774368227,-0.14934718928422352,-0.12946193844186382,-0.09060443458958112,-0.006760465566029161,-0.004790918648870962,-0.0051787421107292175
1774368227.7495432,bota_frame,749400985,1774368227,0.06513331854527449,-0.06596294715830453,-0.19520224858839264,-0.003711873414058653,-0.009303153110971574,-0.005169592797756195
1774368227.751616,bota_frame,751444430,1774368227,-0.08545308998523637,-0.09458502940582747,-0.1600012216702389,-0.002727093990054885,-0.006536134217418166,-0.006357952952384949
1774368227.753499,bota_frame,753384776,1774368227,-0.014793350374527225,-0.18319151526102218,-0.13780727527758607,-0.006145028127205188,-0.008303813415610317,-0.005924321711063385
1774368227.7556052,bota_frame,755413557,1774368227,0.012243292684714469,-0.23465186450487607,-0.17553885893144994,-0.007684565300641211,-0.006686439292305696,-0.0048107728362083435
1774368227.757669,bota_frame,757466650,1774368227,-0.10496671315763084,-0.08326706874818512,-0.13527215196608466,-0.003883557919989955,-0.005201670272921649,-0.005600154399871826
1774368227.7595031,bota_frame,759376886,1774368227,-0.17270762343766677,-0.13943825495516649,-0.15894043613990405,-0.003342272962527093,-0.0030920291764894026,-0.0050953105092048645
1774368227.7615564,bota_frame,761337981,1774368227,-0.22811670125453842,-0.14708636301566713,-0.11943038768153613,-0.0032259501152451797,-0.0011899422932152293,-0.004949100315570831
1774368227.763497,bota_frame,763370095,1774368227,-0.07025329629658206,-0.0840620985876086,-0.07376491640806648,-0.0050643146363998914,-0.004400903120666211,-0.0061750635504722595
1774368227.7657032,bota_frame,765566491,1774368227,-0.09655016151151052,-0.11434038648356903,-0.05650157205273132,-0.004512265261504833,-0.0022921061095151907,-0.005682043731212616
1774368227.7677302,bota_frame,767529875,1774368227,-0.17220637829383545,-0.11604949066082781,-0.21817495027923428,-0.0029759272079764587,-0.0037747314688862665,-0.005624830722808838
1774368227.7694852,bota_frame,769342098,1774368227,-0.12578995253350866,-0.1263108047782353,-0.09652471742147206,-0.0037283011043856007,-0.0028520611024299702,-0.003616221249103546
1774368227.7715476,bota_frame,771419558,1774368227,-0.015327578886825233,-0.15747175634783162,-0.06249063536125732,-0.0046968303543025725,-0.005269240070301245,-0.007908239960670471
1774368227.7735898,bota_frame,773471178,1774368227,-0.2036887067473998,-0.12037835327125634,-0.11095082223987163,-0.005751889270791177,-0.0018992962610612507,-0.004675664007663727
1774368227.7756183,bota_frame,775496952,1774368227,-0.05164064609228847,-0.0969081971220831,-0.16065240683774462,-0.0020977755890315697,-0.003375672416098152,-0.005511283874511719
1774368227.7777505,bota_frame,777630018,1774368227,-0.174807128803935,-0.10046628897817556,-0.07877285724462979,-0.002949349662128231,-0.003416474815346543,-0.005479581654071808
1774368227.779802,bota_frame,779625570,1774368227,-0.16643392410249813,-0.29395072909263575,-0.11436856819925723,-0.009110342989836817,-0.0027711195373428255,-0.004472032189369202
1774368227.7815766,bota_frame,781381341,1774368227,-0.054257029139133994,-0.0740850529014665,-0.0982572766067058,-0.0029223749006555,-0.003331623742101081,-0.006059363484382629
1774368227.7834778,bota_frame,783327145,1774368227,-0.08519492212482271,-0.06679831742361131,-0.09534564222501629,-0.003419788629146381,-0.0045254266498789,-0.00507383793592453
1774368227.785517,bota_frame,785418990,1774368227,-0.009147531486677352,-0.25130071807499377,-0.1013401609168767,-0.006377915081159924,-0.005685965966326256,-0.005265496671199799
1774368227.7875376,bota_frame,787429661,1774368227,-0.03603005981863605,-0.10217290824947156,-0.0613269211121068,-0.0026596524915482034,-0.005663019633450006,-0.005487821996212006
1774368227.7894716,bota_frame,789387404,1774368227,-0.028454779277032216,-0.13743190017326867,-0.1759698747033802,-0.005517251772066856,-0.0050436079014012924,-0.006718337535858154
1774368227.7914214,bota_frame,791304082,1774368227,-0.14977882564242417,-0.06266158438494784,-0.13474229234681445,-0.0029054486689080727,-0.002810456700688496,-0.004715047776699066
1774368227.7935998,bota_frame,793391976,1774368227,-0.2327958059090678,-0.11258929840403198,-0.11734687035975178,-0.0032894216955910993,-0.0021316264263477325,-0.005286283791065216
1774368227.795494,bota_frame,795416918,1774368227,-0.2281870848769425,-0.19012857639981462,-0.09803015340013133,-0.005267992182004022,-0.0008158386008235707,-0.005677677690982819
1774368227.7975152,bota_frame,797437029,1774368227,0.037356754477113174,-0.033739661975324964,-0.15760836074521478,-0.0024052167011939796,-0.008197448390152684,-0.006152451038360596
1774368227.7995846,bota_frame,799495158,1774368227,-0.08097224723077545,-0.08731128549780465,-0.1744146985721251,-0.004735761219186285,-0.005565809194287924,-0.006878457963466644
1774368227.8014634,bota_frame,801368708,1774368227,-0.14478220118840346,-0.1714791206213988,-0.19773867012118806,-0.004653898821424196,-0.004192726900339061,-0.005236603319644928
1774368227.8034532,bota_frame,803325870,1774368227,-0.06306861323852431,-0.0486669798555468,-0.18222179654354065,-0.0006144990777132708,-0.005913003713912929,-0.006405308842658997
1774368227.805394,bota_frame,805283592,1774368227,-0.05697887040918914,-0.12574452638368427,-0.09377039504270002,-0.005557440787650303,-0.005625728107149092,-0.004655756056308746
